LID,LATITUDE,LONGITUDE,MB_CODE,MB_CAT,SA1_CODE,LGA_CODE,LGA_NAME,SUBURB,POSTCODE,YEAR_BUILT,CONSTRUCTION_TYPE,ROOF_TYPE,WALL_TYPE,REPLACEMENT_VALUE,CONTENTS_VALUE,SURGE_VULNERABILITY_SET,STATE,NEXIS_NO_OF_STOREYS,SURGE_VULNERABILITY_FUNCTION_ID,floor_height_above_ground_(m)
GNAF_GAQLD156809752,-16.91031953,145.7338656,30186480000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SH,Metal Sheeting,Fibre Cement,794148,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD158221974,-16.91034936,145.7382635,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158221247,-16.9102918,145.7385338,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD160575823,-16.91028572,145.7357957,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Timber,370544,35700,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD158872066,-16.9102803,145.7317697,30187530000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,343753,66600,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158869567,-16.9102796,145.7307391,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,726379,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158865784,-16.91027872,145.7309911,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,726379,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD160580493,-16.91027826,145.735573,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Timber,370544,35700,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD160580492,-16.91027309,145.7355094,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Timber,370544,35700,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD158221973,-16.91030902,145.7382673,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD158851533,-16.91026928,145.73086,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158851500,-16.91026906,145.7306119,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,343753,66600,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD160580485,-16.9102604,145.7351369,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Tiles,Fibre Cement,370544,35700,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD160580484,-16.9102545,145.7350713,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD157264860,-16.91019227,145.7309994,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD160580487,-16.91024903,145.7352729,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD163013288,-16.91024686,145.7312535,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,520470,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD160580486,-16.91024386,145.7352093,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Timber,370544,35700,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD160580491,-16.91023859,145.7354555,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD163013287,-16.91023586,145.7311209,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,726379,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD160580490,-16.91023512,145.7354152,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD160580489,-16.9102319,145.7353722,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,RC or RM,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD160580488,-16.91022804,145.7353319,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Timber,370544,35700,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD160575824,-16.91021847,145.7358009,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,726379,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158231314,-16.91021504,145.7385416,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158236759,-16.91018793,145.7341581,30186860000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,726379,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158193580,-16.90995414,145.7341519,30186860000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158193579,-16.90992995,145.7342048,30186860000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158851534,-16.91018283,145.7308681,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158219999,-16.91018128,145.7382735,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,726379,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158208179,-16.91017728,145.738545,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Tiles,Fibre Cement,370544,35700,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD155981034,-16.91017208,145.7304548,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,756036,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD157264863,-16.91015652,145.7307507,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,343753,66600,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD157264865,-16.9101561,145.7302635,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,756036,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD160573577,-16.91015134,145.7483201,30186460000,Residential,30602115204,32080,Cairns,Manunda,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,1042340,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD158847993,-16.91014552,145.7306232,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,343753,66600,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158221970,-16.91014518,145.7338623,30186860000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,726379,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD155981036,-16.91014012,145.7300722,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,756036,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD158209272,-16.91013763,145.7385542,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD157264867,-16.91012413,145.729881,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,756036,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155981038,-16.91010815,145.7296897,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,756036,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156767791,-16.90994333,145.738295,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD158219990,-16.91014258,145.738277,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD155516088,-16.90961658,145.736481,30187190000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,RC or RM,726379,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158231313,-16.91009867,145.7385577,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD157264869,-16.91009218,145.7294984,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,753236,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155981040,-16.91007619,145.7293071,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Veneer Masonry,746959,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD155520755,-16.90987948,145.7358312,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Timber,370544,35700,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD158221579,-16.910121,145.7339152,30186860000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,726379,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD162341483,-16.91064995,145.7491629,30185960000,Residential,30602115204,32080,Cairns,Manunda,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,1016537,107100,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158210143,-16.91010218,145.7382882,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,RC or RM,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158231312,-16.91006091,145.7385611,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD157264871,-16.9100602,145.7291158,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Veneer Masonry,744204,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD155981042,-16.91004422,145.7289245,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,756967,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD157264873,-16.91002823,145.7287332,30187540000,Residential,30602115615,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,757897,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD158204607,-16.91006233,145.7382918,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158220000,-16.91002083,145.7385647,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Timber,370544,35700,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD158212078,-16.91006806,145.7339522,30186860000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,726379,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD155523677,-16.90999081,145.7497573,30188080000,Residential,30602115204,32080,Cairns,Manunda,4870,1980 - 1995,SH,Metal Sheeting,Timber,715189,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD158203609,-16.91004387,145.7340051,30186860000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158221953,-16.90998306,145.7385681,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158208181,-16.91002366,145.7382953,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD155520564,-16.90988281,145.7345871,30186860000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,1258007,142800,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158212096,-16.9100111,145.7340521,30186860000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158219989,-16.90998201,145.7382915,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156767459,-16.90994171,145.7378863,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD160575826,-16.91000828,145.7358187,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158207420,-16.90993282,145.7376355,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158222658,-16.90998691,145.734105,30186860000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158850702,-16.90992151,145.7326845,30190160000,Residential,30602115614,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,343753,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156764098,-16.90991295,145.7375107,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD158891501,-16.90989845,145.7324459,30190160000,Residential,30602115614,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,343753,66600,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD160575828,-16.90989406,145.7355964,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156764097,-16.90989265,145.7372675,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD160552904,-16.90988999,145.7351362,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Timber,370544,35700,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD160575829,-16.90988837,145.7355294,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Tiles,Fibre Cement,370544,35700,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD156767464,-16.90988755,145.7376396,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156767458,-16.90988726,145.7378912,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,726379,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD160575831,-16.90988381,145.7354084,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Timber,370544,35700,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD160575830,-16.90988317,145.7354657,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156764106,-16.90988171,145.7371366,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD160575832,-16.90987996,145.7353681,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,RC or RM,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD160575827,-16.90994148,145.7358256,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD160575833,-16.90987673,145.7353251,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Tiles,Fibre Cement,370544,35700,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD160575834,-16.90987326,145.7352848,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158222653,-16.90987061,145.7343768,30186860000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,1450790,178500,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156764099,-16.90987016,145.7375145,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD160575835,-16.90986238,145.7351966,30185360000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Timber,370544,35700,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD156771054,-16.90986141,145.7368934,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD156764096,-16.90984985,145.7372714,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD156767463,-16.90984227,145.7376437,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156813056,-16.90984146,145.7367705,30187190000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,343753,66600,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156764105,-16.90983892,145.7371404,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD158200497,-16.90983721,145.738584,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Tiles,Cavity and Solid Masonry,378650,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD160609737,-16.90983207,145.7314365,30191002000,Residential,30602115623,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,343753,66600,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158230471,-16.90983189,145.7366091,30187190000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD160609736,-16.90982808,145.7313054,30191002000,Residential,30602115623,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,343753,66600,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156764100,-16.90982736,145.7375184,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD156764110,-16.90981861,145.7368973,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD158236761,-16.90981087,145.7383276,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Tiles,Cavity and Solid Masonry,702687,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156764095,-16.90980706,145.7372753,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD158220852,-16.90979945,145.7385874,30186450000,Residential,30602115101,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Tiles,Cavity and Solid Masonry,378650,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD158877535,-16.90979781,145.7326956,30190160000,Residential,30602115614,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,726379,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156767462,-16.909797,145.7376478,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD155983851,-16.90961933,145.7325046,30190160000,Residential,30602115614,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,343753,66600,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156764104,-16.90979612,145.7371443,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD156764090,-16.90978456,145.7375222,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD158864294,-16.90978304,145.7316424,30191002000,Residential,30602115623,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,1067018,71400,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD158863664,-16.90978157,145.7324168,30190160000,Residential,30602115614,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Metal Sheeting,Cavity and Solid Masonry,343753,66600,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156767465,-16.90983281,145.7378961,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156764109,-16.90977582,145.7369011,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD158231311,-16.90977012,145.7358317,30186860000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD157316954,-16.90970182,145.7320885,30190160000,Residential,30602115614,32080,Cairns,Whitfield Qld,4870,1980 - 1995,SH,Tiles,Cavity and Solid Masonry,344410,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD160997095,-16.90977836,145.737901,30562401200,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1980 - 1995,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
