LID,LATITUDE,LONGITUDE,MB_CODE,MB_CAT,SA1_CODE,LGA_CODE,LGA_NAME,SUBURB,POSTCODE,YEAR_BUILT,CONSTRUCTION_TYPE,ROOF_TYPE,WALL_TYPE,REPLACEMENT_VALUE,CONTENTS_VALUE,SURGE_VULNERABILITY_SET,STATE,NEXIS_NO_OF_STOREYS,SURGE_VULNERABILITY_FUNCTION_ID,floor_height_above_ground_(m)
GNAF_GAQLD156767704,-16.9144126,145.7340465,30186880000,Residential,30602115113,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,857998,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD157313641,-16.90203553,145.7339686,30190890000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Timber,863125,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD161959806,-16.9027079,145.7444002,30190240000,Residential,30602115606,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,920358,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD160582763,-16.91054342,145.7494304,30188080000,Residential,30602115204,32080,Cairns,Manunda,4870,1960 - 1979,SD,Metal Sheeting,Cavity and Solid Masonry,726379,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156799506,-16.91552146,145.7425725,30562401900,Residential,30602115104,32080,Cairns,Manoora Qld,4870,1946 - 1959,SH,Metal Sheeting,Fibre Cement,958150,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD158218285,-16.91959783,145.7453903,30186550000,Residential,30602115212,32080,Cairns,Manunda,4870,1960 - 1979,SD,Metal Sheeting,Cavity and Solid Masonry,797174,71400,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155275159,-16.90124608,145.7386523,30191281000,Residential,30602115608,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,433528,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD157275291,-16.90419739,145.7331188,30190930000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Tiles,Cavity and Solid Masonry,1022975,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156813087,-16.91888757,145.7500293,30187862000,Residential,30602115212,32080,Cairns,Manunda,4870,1960 - 1979,SH,Metal Sheeting,Timber,831765,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD155530319,-16.91482139,145.7421158,30562402000,Residential,30602115104,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,948670,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD160585332,-16.90711097,145.7287671,30190100000,Residential,30602115614,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Timber,846171,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD155517972,-16.91897459,145.740072,30186150000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1914 - 1945,SH,Metal Sheeting,Cavity and Solid Masonry,827272,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155271949,-16.90497739,145.7365392,30191312000,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,907082,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155274450,-16.90490896,145.7421456,30190220000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1946 - 1959,SH,Metal Sheeting,Cavity and Solid Masonry,978558,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155276662,-16.90686835,145.7374616,30190180000,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,887014,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD156098287,-16.90520771,145.7524407,30187840000,Residential,30602115203,32080,Cairns,Manunda,4870,1840 - 1890,SH,Metal Sheeting,Cavity and Solid Masonry,1042340,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD720860939,-16.90617451,145.7345193,30563680800,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SD,Tiles,Cavity and Solid Masonry,378650,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD155279862,-16.90049793,145.7424253,30191430000,Residential,30602115605,32080,Cairns,Edge Hill,4870,1914 - 1945,SH,Metal Sheeting,Timber,536272,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD155279700,-16.90527283,145.7363413,30191312000,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,787219,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD156549419,-16.90402631,145.7422268,30190220000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Timber,656625,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156539636,-16.90629356,145.7371473,30191330000,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,900319,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156539995,-16.90313526,145.7365384,30191302000,Residential,30602115608,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,768976,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155274892,-16.90497017,145.7435675,30190220000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,791964,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD162369091,-16.90153062,145.7430343,30190233000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD720206899,-16.90529501,145.741671,30191392000,Residential,30602115610,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Timber,345025,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD719960459,-16.91963537,145.7393473,30186150000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SD,Metal Sheeting,Timber,370544,35700,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD720036629,-16.91515354,145.7362401,30187570000,Residential,30602115112,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,RC or RM,342505,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD157887791,-16.90467447,145.7426002,30190220000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156792444,-16.91898751,145.74238,30562401500,Residential,30602115115,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,922538,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156543834,-16.90571011,145.7344846,30563303800,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,885770,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155274893,-16.90495464,145.7433794,30190220000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,791964,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD156548981,-16.90478401,145.740812,30191380000,Residential,30602115609,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,853805,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD157285446,-16.90049952,145.7287326,30190050000,Residential,30602115621,32080,Cairns,Whitfield Qld,4870,1946 - 1959,SH,Metal Sheeting,Veneer Masonry,902552,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD156543862,-16.9051443,145.7388463,30191391000,Residential,30602115610,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,761128,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD161001024,-16.91740561,145.7338172,30187550000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,854744,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156541009,-16.90159121,145.7394058,30191351000,Residential,30602115609,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Timber,911787,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD155269928,-16.90358745,145.7387625,30191370000,Residential,30602115609,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,755104,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156792622,-16.91915722,145.7487264,30187862000,Residential,30602115212,32080,Cairns,Manunda,4870,1960 - 1979,SH,Metal Sheeting,Timber,874575,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD157896376,-16.90202288,145.7432678,30190231000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,343753,66600,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD155278543,-16.90770548,145.7371962,30191340000,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,878749,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155523562,-16.91595373,145.7332918,30186880000,Residential,30602115113,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,837391,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155276656,-16.9069099,145.7382352,30190190000,Residential,30602115610,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,966852,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155273931,-16.90240771,145.7369601,30191282000,Residential,30602115608,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,910803,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD158225884,-16.91789615,145.7320585,30198440000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,937542,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155968504,-16.90427899,145.7323786,30190930000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Tiles,Veneer Masonry,1017697,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD156785608,-16.91394378,145.7459499,30185270000,Residential,30602115205,32080,Cairns,Manunda,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,748593,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD161661704,-16.91968558,145.7395557,30186150000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Timber,330178,66600,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD156774754,-16.91474007,145.7381758,30185860000,Residential,30602115111,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,811817,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156058568,-16.90377972,145.7328809,30190930000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Timber,801999,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD158200472,-16.91488375,145.7397089,30186900000,Residential,30602115111,32080,Cairns,Manoora Qld,4870,1960 - 1979,SD,Metal Sheeting,Cavity and Solid Masonry,726379,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD720857973,-16.90664103,145.734394,30563680800,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SD,Tiles,Cavity and Solid Masonry,378650,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD155282786,-16.90319727,145.7372869,30191302000,Residential,30602115608,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,727624,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD155520566,-16.91810776,145.7341584,30186630000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,365909,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD162369089,-16.90168048,145.744039,30190231000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SD,Metal Sheeting,RC or RM,1450790,178500,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156545522,-16.90042871,145.7396005,30564108400,Residential,30602115602,32080,Cairns,Edge Hill,4870,1946 - 1959,SH,Metal Sheeting,Cavity and Solid Masonry,923263,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD160580130,-16.90386393,145.7343415,30191291000,Residential,30602115608,32080,Cairns,Edge Hill,4870,1960 - 1979,SD,Metal Sheeting,Fibre Cement,682463,71400,domestic_surge_2022,QLD,2,SS5,2
GNAF_GAQLD155274866,-16.90418263,145.734592,30191291000,Residential,30602115608,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,816411,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD156545958,-16.90653024,145.7414116,30191400000,Residential,30602115610,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,860046,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD156771514,-16.9143009,145.7371945,30187610000,Residential,30602115112,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,839063,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155269910,-16.90238284,145.7447745,30190240000,Residential,30602115606,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,866862,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156549115,-16.90154479,145.737979,30191281000,Residential,30602115608,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,954135,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD157271408,-16.90614147,145.7288297,30190100000,Residential,30602115614,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Timber,774212,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156540084,-16.90613344,145.7396632,30190200000,Residential,30602115610,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Timber,861897,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD155270143,-16.90039829,145.7392339,30564108400,Residential,30602115602,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Timber,812660,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD160582757,-16.909992,145.7494964,30188080000,Residential,30602115204,32080,Cairns,Manunda,4870,1960 - 1979,SD,Metal Sheeting,Cavity and Solid Masonry,726379,71400,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156542141,-16.90453701,145.7436004,30190220000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,935039,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD155269260,-16.90482689,145.745859,30191490000,Residential,30602115606,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,817005,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD157271432,-16.90458621,145.7289775,30190950000,Residential,30602115614,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,860046,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD155279490,-16.90655155,145.740194,30190200000,Residential,30602115610,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,906911,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD155272559,-16.90338901,145.7424102,30190220000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,749706,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD424986804,-16.9019722,145.7336999,30190890000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Tiles,Fibre Cement,1000914,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD156795720,-16.91208791,145.7345478,30186480000,Residential,30602115102,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,786092,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD155278015,-16.90702667,145.7350905,30563303800,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,867661,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD158200396,-16.91641402,145.7404881,30186510000,Residential,30602115111,32080,Cairns,Manoora Qld,4870,1960 - 1979,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD156549158,-16.90135451,145.7399364,30191351000,Residential,30602115609,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Timber,667477,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD157271641,-16.90617158,145.7291902,30190100000,Residential,30602115614,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,854744,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156541037,-16.90370118,145.7401291,30191370000,Residential,30602115609,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Tiles,Cavity and Solid Masonry,750287,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155529127,-16.91416772,145.7406584,30186040000,Residential,30602115111,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,1042340,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD160580015,-16.90050185,145.7407642,30191532000,Residential,30602115603,32080,Cairns,Edge Hill,4870,1946 - 1959,SH,Metal Sheeting,Veneer Masonry,741439,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD720865911,-16.9061627,145.7355302,30563303800,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,883439,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD157278407,-16.90400868,145.7290554,30190950000,Residential,30602115614,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,784419,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD157879433,-16.90265649,145.7427985,30190234000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD156536972,-16.90795141,145.7401181,30191400000,Residential,30602115610,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,877176,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD155277506,-16.90783828,145.738776,30191400000,Residential,30602115610,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,891173,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD157271425,-16.9047693,145.7283645,30191012000,Residential,30602115621,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,795142,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD720858722,-16.90607201,145.7347967,30563680800,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SD,Tiles,Cavity and Solid Masonry,378650,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD162831203,-16.91751379,145.7322953,30198440000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,945220,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156556937,-16.9051736,145.7350802,30191311000,Residential,30602115611,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,770808,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155279935,-16.90092216,145.741069,30191532000,Residential,30602115603,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Tiles,Cavity and Solid Masonry,911366,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156545986,-16.9011806,145.7378574,30191281000,Residential,30602115608,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Timber,710146,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156771513,-16.91448053,145.7371737,30187610000,Residential,30602115112,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,838228,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD157890841,-16.90200716,145.7460897,30190240000,Residential,30602115606,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Tiles,Veneer Masonry,402962,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD156781934,-16.91936982,145.7400177,30186150000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1946 - 1959,SH,Metal Sheeting,Timber,766524,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD158215707,-16.91660323,145.740466,30186510000,Residential,30602115111,32080,Cairns,Manoora Qld,4870,1960 - 1979,SD,Metal Sheeting,Veneer Masonry,376695,35700,domestic_surge_2022,QLD,2,SS6,0.3
GNAF_GAQLD155281745,-16.9041094,145.7366403,30191301000,Residential,30602115608,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,842633,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD156543831,-16.90418009,145.743633,30190220000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,922449,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD155529165,-16.91501944,145.7371112,30187610000,Residential,30602115112,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,834875,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD157894243,-16.90240039,145.7427374,30190234000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SD,Metal Sheeting,Cavity and Solid Masonry,387533,35700,domestic_surge_2022,QLD,2,SS7,0.3
GNAF_GAQLD157264598,-16.90471467,145.7315175,30190930000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,764378,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155275773,-16.90079752,145.7395677,30564108400,Residential,30602115602,32080,Cairns,Edge Hill,4870,1946 - 1959,SH,Metal Sheeting,Timber,863738,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD155517547,-16.91477921,145.7341552,30186880000,Residential,30602115113,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,860428,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155960264,-16.90111741,145.7325715,30190890000,Residential,30602115622,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Timber,827339,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD155960015,-16.90546768,145.7288905,30190100000,Residential,30602115614,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,854744,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155530003,-16.91735598,145.7336477,30187550000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,829816,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156027859,-16.90176766,145.7402336,30191352000,Residential,30602115609,32080,Cairns,Edge Hill,4870,1946 - 1959,SH,Metal Sheeting,Timber,863125,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD156767820,-16.91922312,145.73555,30185840000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Timber,860417,66600,domestic_surge_2022,QLD,1,SS1,2
GNAF_GAQLD155523581,-16.91790491,145.736602,30186630000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,878694,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD157278662,-16.9067734,145.7291607,30190100000,Residential,30602115614,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,906335,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD156542823,-16.90471059,145.7399169,30191380000,Residential,30602115609,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,783722,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD155961084,-16.90516761,145.7301379,30190950000,Residential,30602115614,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,894238,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155271663,-16.90407343,145.7425466,30190220000,Residential,30602115607,32080,Cairns,Edge Hill,4870,1960 - 1979,SH,Metal Sheeting,Veneer Masonry,882494,66600,domestic_surge_2022,QLD,1,SS2,0.3
GNAF_GAQLD156774749,-16.91478007,145.7385483,30185860000,Residential,30602115111,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,745416,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD162963470,-16.91658031,145.7315019,30198440000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1946 - 1959,SH,Metal Sheeting,Fibre Cement,882412,66600,domestic_surge_2022,QLD,1,SS3,0.3
GNAF_GAQLD157295957,-16.90016013,145.7331538,30190150000,Residential,30602115618,32080,Cairns,Whitfield Qld,4870,1960 - 1979,SH,Metal Sheeting,Cavity and Solid Masonry,736248,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD155518083,-16.91457643,145.7481709,30186530000,Residential,30602115205,32080,Cairns,Manunda,4870,1960 - 1979,SH,Tiles,Cavity and Solid Masonry,961361,66600,domestic_surge_2022,QLD,1,SS4,0.3
GNAF_GAQLD162831210,-16.91743519,145.7313545,30198440000,Residential,30602115105,32080,Cairns,Manoora Qld,4870,1960 - 1979,SH,Metal Sheeting,Fibre Cement,879278,66600,domestic_surge_2022,QLD,1,SS3,0.3
